0,1,lower_bound,upper_bound,score,feature_name
0.0,0.0,0.02469647087255591,0.0300476703127799,0.027372070592667906,E2F1..nuc.median.
0.0,0.0,0.06286434689430204,0.07385288529952283,0.06835861609691243,cycA..nuc.median.
1.8434954007773285e-08,3.686990801554657e-08,0.007766610392342055,0.014385113749716415,0.011075862071029235,cycD1..nuc.median.
1.3011813848606835e-13,2.602362769721367e-13,0.008302177404588565,0.013120208343044455,0.01071119287381651,p21..nuc.median.
0.0,0.0,0.03153665375472189,0.0423397782510393,0.036938216002880594,Int_Intg_DNA_nuc
0.0,0.0,0.01716453094137703,0.022237601575161366,0.019701066258269197,Skp2..nuc.median.
0.002487211522680499,0.004974423045360998,0.0011453014840937747,0.004382630694083544,0.0027639660890886597,Cdt1..nuc.median.
0.0,0.0,0.04580104557499805,0.054308670959839656,0.05005485826741885,Nuc.area
0.0,0.0,0.05786229987941955,0.06996703720171626,0.0639146685405679,Cdh1..nuc.median.
0.0,0.0,0.02376950798636811,0.029366651860717147,0.02656807992354263,cycE..nuc.median.
0.0006260610897573793,0.0012521221795147586,0.0013381708428776959,0.004121056985164295,0.0027296139140209957,PCNA..nuc.median.
2.3389699495002247e-06,4.6779398990004495e-06,0.0031355209368426453,0.006651321634531336,0.004893421285686991,pH2AX..nuc.median.
0.0019193194427632454,0.003838638885526491,0.001105235344250419,0.004022655405692872,0.002563945374971645,cMyc..nuc.median.
0.0,0.0,0.025678208756874446,0.03217084987199122,0.02892452931443283,RB..nuc.median.
0.892317116884294,0.2153657662314119,-0.001618500935058737,0.00022781167288089777,-0.0006953446310889196,cycB1..cell.median.
0.7575738548569884,0.4848522902860233,-0.0012941972086645322,0.0005226409519491102,-0.000385778128357711,cycB1..cyto.median.
0.0,0.0,0.003856109920715899,0.00571907539189244,0.004787592656304169,cycB1..PN.median.
0.0007122361002871447,0.0014244722005742894,0.00085500015908398,0.0026757629201856785,0.0017653815396348293,pRB..nuc.median.
0.0007356322333808007,0.0014712644667616015,0.0009012813942932111,0.0028322940358241565,0.0018667877150586839,cycB1..nuc.median.
0.6117132587565312,0.7765734824869377,-0.0010777533948879694,0.0007605843375911793,-0.00015858452864839505,p27..nuc.median.
0.9235414052260222,0.15291718954795552,-0.0017254576253407483,0.00012098395801855085,-0.0008022368336610987,ERK..nuc.median.
1.2789536921853362e-05,2.5579073843706723e-05,0.001375477337792939,0.003139732565339202,0.0022576049515660706,pp53..nuc.median.
0.3233992060053805,0.646798412010761,-0.0006640881204110008,0.0011769562895932468,0.00025643408459112294,S6..nuc.median.
0.446284998961617,0.892569997923234,-0.0007978017138782707,0.0009405298098420426,7.136404798188591e-05,cycB1..PM.median.
0.7053184590087932,0.5893630819824136,-0.0020323574549436126,0.0010280754354993662,-0.0005021410097221233,pp21..nuc.median.
0.3029646072708234,0.6059292145416468,-0.0008688453428353658,0.0016629051014344111,0.0003970298792995227,CDK2..nuc.median.
0.0,0.0,0.036353323511190284,0.04668253121996543,0.041517927365577856,CDK4..nuc.median.
0.0,0.0,0.007107419014421248,0.010119467696275869,0.008613443355348558,DNA..nuc.median.
0.9999970577970312,5.884405937628401e-06,-0.00327946718620148,-0.001532444032934132,-0.002405955609567806,cFos..nuc.median.
0.002165228134393793,0.004330456268787586,0.0007888187053099009,0.002936669912702542,0.0018627443090062214,Cell.area
0.3728508416906742,0.7457016833813483,-0.000690695301526481,0.0010299514718809994,0.00016962808517725916,Fra1..PM.median.
0.9940545143920304,0.011890971215939183,-0.00220321725843327,-0.00046101497163982365,-0.0013321161150365469,CDK6..nuc.median.
0.050904701395367735,0.10180940279073547,-4.836465625407513e-06,0.0018219923325825823,0.0009085779334785874,p16..nuc.median.
0.9980661933969914,0.0038676132060171398,-0.0024605817096944823,-0.0006751209117686927,-0.0015678513107315875,cycD1..cyto.median.
0.005197837041963527,0.010395674083927053,0.0005827875978327286,0.002672313639501467,0.0016275506186670978,GSK3b..nuc.median.
0.0067207645888262,0.0134415291776524,0.0004804895611557429,0.0023918242924876026,0.0014361569268216729,p38..nuc.median.
0.5908538600882485,0.818292279823503,-0.001070296087528535,0.0008079547783808374,-0.00013117065457384888,CDK2..cyto.median.
0.33223640511426644,0.6644728102285329,-0.0006655758065565452,0.0011423145331834856,0.00023836936331347015,Skp2..PM.median.
0.5978392397850665,0.804321520429867,-0.0010057719140813676,0.0007424445793932637,-0.0001316636673440519,cycA..cell.median.
0.8064714711252039,0.3870570577495922,-0.0013689946326270507,0.00042539339483692025,-0.00047180061889506527,Skp2..cell.median.
0.09571659918575026,0.19143319837150052,-0.0001760457423022919,0.0015348392652676773,0.0006793967614826926,cycA..PN.median.
0.97711772800346,0.045764543993080053,-0.0019873598380535946,-0.00019244157777385926,-0.001089900707913727,cycD1..cell.median.
0.8580349460440486,0.28393010791190276,-0.0014685547429255266,0.000309953588541304,-0.0005793005771921113,pp65..nuc.median.
0.01835323514063769,0.03670647028127538,0.0002662398590702773,0.002238165788376305,0.0012522028237232912,YAP..nuc.median.
0.9999439872098501,0.00011202558029976828,-0.0030156488249381296,-0.0012144589024194311,-0.0021150538636787804,pSTAT3..nuc.median.
0.0230763172096895,0.046152634419379,0.00019735473288348486,0.002056887621774625,0.001127121177329055,CDK2..cell.median.
0.27858259560978804,0.5571651912195761,-0.0005544045112193524,0.0011697729887077935,0.0003076842387442205,E2F1..cell.median.
8.396945722988214e-05,0.00016793891445976428,0.0012064447972916772,0.0030802503644461804,0.002143347580868929,Cyto.area
0.9988783999500919,0.002243200099816267,-0.002669628532423342,-0.0008013895048208854,-0.0017355090186221137,Nuc.shape
7.074078578472864e-08,1.414815715694573e-07,0.0019620265640836114,0.003745794301265966,0.0028539104326747887,DNA..PM.median.
0.9999902837432856,1.9432513428840892e-05,-0.0031548862941795245,-0.0014005997146410033,-0.002277743004410264,p53..nuc.median.
0.9948737621836979,0.010252475632604119,-0.003126779082580889,-0.000684692764819049,-0.001905735923699969,pCHK1..nuc.median.
3.8380547073835203e-07,7.676109414767041e-07,0.0017960694743297222,0.00358731134691667,0.002691690410623196,cycE..PM.median.
0.9754746776832991,0.04905064463340181,-0.001885180535728268,-0.0001686890277274631,-0.0010269347817278656,CDK2..PM.median.
0.0014347417177074107,0.0028694834354148213,0.0007346759790099306,0.002542991146054355,0.0016388335625321427,cMyc..PM.median.
0.2601689946109996,0.5203379892219993,-0.0005070843690648108,0.0011576966921465056,0.00032530616154084735,pAKT..cell.median.
0.5179746290088656,0.9640507419822688,-0.0008815557527669498,0.0008345328603319343,-2.3511446217507804e-05,Cdt1..PN.median.
