0,1,lower_bound,upper_bound,score,feature_name
0.0,0.0,0.011711528125392391,0.019887021412615925,0.015799274769004158,E2F1 (nucleus)
0.0,0.0,0.014009574813260409,0.029875354468362626,0.021942464640811517,cycA (nucleus)
0.004706852232611691,0.009413704465223383,0.0003840947882342103,0.005091072013822341,0.0027375834010282757,cycD1 (nucleus)
0.1920689855751445,0.384137971150289,-0.00017028149568610825,0.003089470969658341,0.0014595947369861165,p21 (nucleus)
1.0,1.0,-0.002515653158836893,0.0070460624408696625,0.0022652046410163848,Int_Intg_DNA_nuc
4.654054919228656e-13,9.308109838457312e-13,0.002211354007709692,0.005850519015057054,0.004030936511383373,Skp2 (nucleus)
0.05046061144224856,0.10092122288449712,-2.1079319260609505e-06,0.006203645830075547,0.003100768949074743,Cdt1 (nucleus)
0.00023032633182351603,0.00046065266364703206,0.0014874516756890714,0.010100743032185135,0.005794097353937103,Nuc.area
0.0,0.0,0.020511826920721888,0.03179271469241444,0.02615227080656816,Cdh1 (nucleus)
0.0,0.0,0.007884700428563745,0.016514568724066092,0.012199634576314919,cycE (nucleus)
2.26885177312397e-11,4.53770354624794e-11,0.004943532492005006,0.014148930530134309,0.009546231511069658,PCNA (nucleus)
0.9703833105149517,1.0,-0.0006928342926451675,0.0049361543131956395,0.002121660010275236,pH2AX (nucleus)
6.020735598966098e-08,1.2041471197932196e-07,0.0019001301411064012,0.006937748206857407,0.004418939173981904,cMyc (nucleus)
6.280065356634168e-11,1.2560130713268336e-10,0.0050111178830606635,0.014689622675287261,0.009850370279173962,RB (nucleus)
8.278962251972999e-06,1.6557924503945998e-05,0.0005818426454613935,0.002807886461013187,0.0016948645532372903,cycB1..cell.median.
0.6761088422065338,1.0,-0.0002456370295146632,0.002063964602359584,0.0009091637864224603,cycB1 (cytoplasm)
1.0,1.0,-0.00039195307763643657,0.0019259593420484086,0.000767003132205986,cycB1..PN.median.
1.0,1.0,-0.0015811034863064712,0.0011897312824869746,-0.0001956861019097483,pRB (nucleus)
