0,1,lower_bound,upper_bound,score,feature_name
1.0,0.0,-0.008117366683494165,-0.007758769979277929,-0.007938068331386047,AreaShape_Area
1.0,0.0,-0.010294161409561818,-0.010045782947218283,-0.01016997217839005,Intensity_IntegratedIntensity_DNA
6.614708780716683e-12,1.3229417561433365e-11,0.0006236818759249743,0.0014230581831452106,0.0010233700295350925,Intensity_MedianIntensity_CDK2
1.0,0.0,-0.004056398676632463,-0.0034232147506361994,-0.003739806713634331,Intensity_MedianIntensity_CDK4
1.0,0.0,-0.003101386204179308,-0.0023832233517091894,-0.0027423047779442486,Intensity_MedianIntensity_CDK6
0.0,0.0,0.04081770684436291,0.04245115181016269,0.0416344293272628,Intensity_MedianIntensity_Cdh1
1.0,0.0,-0.005149920640069179,-0.004672414073131188,-0.0049111673566001835,Intensity_MedianIntensity_Cdt1
1.0,0.0,-0.004031660560151293,-0.0034950002261095446,-0.003763330393130419,Intensity_MedianIntensity_E2F1
1.0,0.0,-0.001625419844109286,-0.0009420272097640104,-0.0012837235269366482,Intensity_MedianIntensity_ER
0.0,0.0,0.0014352753181459971,0.0022080527601293803,0.0018216640391376887,Intensity_MedianIntensity_Ki67
1.0,0.0,-0.008468299914921972,-0.007980240857176022,-0.008224270386048997,Intensity_MedianIntensity_PR
1.0,0.0,-0.0020641088797883045,-0.0016194738465457692,-0.001841791363167037,Intensity_MedianIntensity_RB
1.0,0.0,-0.006821496764018329,-0.006465299818131135,-0.006643398291074732,Intensity_MedianIntensity_Skp2
1.0,0.0,-0.00900829096692645,-0.008637414286651914,-0.008822852626789182,Intensity_MedianIntensity_cycA
1.0,0.0,-0.004545564928516141,-0.004083994565417352,-0.004314779746966747,Intensity_MedianIntensity_cycB1
0.0,0.0,0.0019358606993851843,0.0026810207899991226,0.0023084407446921536,Intensity_MedianIntensity_cycD1
1.0,0.0,-0.0036874259300985353,-0.0031447519582245968,-0.003416088944161566,Intensity_MedianIntensity_cycE
1.0,1.0,-0.0005282626443594137,0.0003530730687760882,-8.759478779166276e-05,Intensity_MedianIntensity_p21
0.0,0.0,0.012008013541403673,0.012772620531232709,0.012390317036318191,Intensity_MedianIntensity_pRB
0.0,0.0,0.007993883756342692,0.008697071627945587,0.00834547769214414,pRB_over_RB
